jefe_hogar,genero,edad,estudiante,estado_civli,telefono_propio,smart_phone,desde_cuando_smart,mas_un_SIM,tipo_contrato,n_recarga_mensual,gasto_mensual_tel,empresa,porque_empresa,piensa_cambiarse,investigo_competencia,es_facil_cambiarse,paga_mas_esperado,nse,pobreza,empleo,ingreso_mensual,dist
2.0,2.0,53.0,2.0,2.0,1.0,1.0,1.0,2.0,Pospago,0.0,29.0,2.0,21.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,2000.0,150132
2.0,1.0,32.0,2.0,6.0,1.0,1.0,1.0,2.0,Pospago,0.0,39.0,2.0,24.0,2.0,1.0,3.0,2.0,3.0,3.0,1.0,3500.0,150132
2.0,2.0,28.0,2.0,6.0,1.0,1.0,1.0,2.0,Prepago,2.0,10.0,2.0,21.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,0.0,150132
2.0,1.0,16.0,1.0,6.0,1.0,1.0,2.0,2.0,Prepago,2.0,10.0,2.0,23.0,2.0,1.0,5.0,2.0,3.0,3.0,2.0,0.0,150132
1.0,1.0,46.0,2.0,5.0,1.0,1.0,1.0,2.0,Pospago,0.0,49.0,2.0,24.0,2.0,1.0,2.0,2.0,4.0,3.0,1.0,2000.0,150132
2.0,1.0,20.0,1.0,6.0,1.0,1.0,1.0,2.0,Prepago,2.0,20.0,4.0,21.0,2.0,1.0,1.0,2.0,4.0,3.0,2.0,0.0,150132
2.0,1.0,25.0,1.0,6.0,1.0,1.0,1.0,2.0,Pospago,0.0,69.0,2.0,21.0,2.0,1.0,2.0,2.0,4.0,3.0,2.0,0.0,150132
1.0,1.0,62.0,2.0,3.0,1.0,1.0,1.0,2.0,Control,3.0,22.0,3.0,21.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,2000.0,150132
2.0,2.0,37.0,2.0,6.0,1.0,1.0,1.0,2.0,Pospago,0.0,39.0,2.0,24.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,3500.0,150132
2.0,1.0,28.0,1.0,6.0,1.0,1.0,1.0,2.0,Pospago,0.0,39.0,4.0,22.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,0.0,150132
1.0,2.0,55.0,2.0,5.0,1.0,1.0,1.0,2.0,Pospago,0.0,30.0,4.0,21.0,1.0,1.0,4.0,2.0,3.0,3.0,1.0,1550.0,150132
2.0,1.0,28.0,2.0,6.0,1.0,1.0,1.0,2.0,Pospago,0.0,30.0,4.0,24.0,1.0,1.0,3.0,2.0,3.0,3.0,1.0,2000.0,150132
2.0,2.0,22.0,1.0,6.0,1.0,1.0,1.0,2.0,Pospago,0.0,30.0,4.0,21.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,0.0,150132
2.0,2.0,45.0,2.0,5.0,1.0,1.0,1.0,2.0,Prepago,2.0,5.0,2.0,24.0,2.0,1.0,1.0,2.0,4.0,3.0,1.0,1616.6666666666667,150132
1.0,1.0,42.0,2.0,1.0,1.0,1.0,1.0,2.0,Pospago,0.0,29.9,2.0,22.0,2.0,1.0,3.0,2.0,3.0,3.0,1.0,400.0,150132
2.0,2.0,42.0,2.0,1.0,1.0,1.0,1.0,2.0,Prepago,2.0,10.0,2.0,21.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,0.0,150132
2.0,1.0,20.0,1.0,6.0,1.0,1.0,1.0,2.0,Prepago,2.0,10.0,2.0,21.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,0.0,150132
2.0,2.0,14.0,1.0,6.0,1.0,1.0,1.0,2.0,Prepago,2.0,10.0,2.0,23.0,2.0,1.0,5.0,2.0,3.0,3.0,2.0,0.0,150132
1.0,1.0,34.0,2.0,1.0,1.0,1.0,1.0,2.0,Prepago,2.0,25.0,2.0,24.0,2.0,1.0,2.0,2.0,4.0,3.0,1.0,200.0,150132
2.0,2.0,30.0,2.0,1.0,1.0,1.0,1.0,2.0,Prepago,2.0,20.0,2.0,24.0,2.0,1.0,1.0,2.0,4.0,3.0,2.0,0.0,150132
2.0,1.0,15.0,1.0,6.0,1.0,1.0,2.0,2.0,Prepago,2.0,20.0,3.0,23.0,2.0,1.0,5.0,2.0,4.0,3.0,2.0,0.0,150132
1.0,2.0,67.0,2.0,5.0,1.0,1.0,1.0,2.0,Control,1.0,29.9,2.0,23.0,2.0,3.0,4.0,2.0,3.0,3.0,2.0,800.0,150132
2.0,2.0,44.0,2.0,2.0,1.0,1.0,1.0,2.0,Control,1.0,29.9,2.0,23.0,2.0,4.0,3.0,2.0,3.0,3.0,1.0,1700.0,150132
2.0,1.0,44.0,2.0,2.0,1.0,1.0,1.0,2.0,Control,1.0,45.0,2.0,23.0,2.0,3.0,3.0,1.0,3.0,3.0,1.0,1500.0,150132
2.0,1.0,36.0,2.0,6.0,1.0,1.0,1.0,2.0,Control,1.0,33.0,3.0,23.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,2500.0,150132
2.0,2.0,34.0,2.0,6.0,1.0,1.0,1.0,2.0,Control,1.0,30.0,4.0,23.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,1200.0,150132
1.0,2.0,62.0,2.0,5.0,1.0,1.0,1.0,2.0,Control,1.0,65.0,1.0,23.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,800.0,150132
2.0,2.0,30.0,1.0,6.0,1.0,1.0,1.0,2.0,Control,1.0,65.0,1.0,23.0,2.0,4.0,4.0,2.0,3.0,3.0,1.0,3000.0,150132
2.0,1.0,20.0,1.0,6.0,1.0,1.0,2.0,2.0,Control,1.0,42.0,1.0,22.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,0.0,150132
1.0,1.0,35.0,2.0,2.0,1.0,1.0,1.0,1.0,Control,1.0,65.0,3.0,23.0,2.0,4.0,5.0,2.0,2.0,3.0,1.0,3500.0,150132
2.0,2.0,27.0,2.0,2.0,1.0,1.0,1.0,2.0,Prepago,3.0,15.0,1.0,23.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,0.0,150132
1.0,1.0,52.0,2.0,2.0,1.0,1.0,1.0,2.0,Control,1.0,45.0,4.0,23.0,2.0,4.0,5.0,2.0,3.0,3.0,1.0,3000.0,150132
2.0,2.0,50.0,2.0,2.0,1.0,1.0,1.0,2.0,Control,1.0,45.0,4.0,23.0,2.0,3.0,4.0,2.0,3.0,3.0,2.0,0.0,150132
1.0,2.0,57.0,2.0,1.0,1.0,1.0,1.0,2.0,Control,1.0,30.0,1.0,23.0,2.0,3.0,3.0,2.0,4.0,3.0,1.0,1736.6666666666667,150132
2.0,1.0,57.0,2.0,1.0,1.0,1.0,1.0,2.0,Control,1.0,35.0,4.0,23.0,2.0,3.0,4.0,2.0,4.0,3.0,1.0,3041.6666666666665,150132
1.0,1.0,52.0,2.0,2.0,1.0,1.0,1.0,2.0,Control,1.0,65.0,1.0,23.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,3500.0,150132
2.0,2.0,44.0,2.0,2.0,1.0,1.0,1.0,2.0,Control,1.0,39.9,4.0,23.0,2.0,4.0,4.0,2.0,2.0,3.0,1.0,2600.0,150132
1.0,1.0,32.0,2.0,2.0,1.0,1.0,1.0,2.0,Control,1.0,46.0,4.0,23.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,4000.0,150132
2.0,2.0,32.0,2.0,2.0,1.0,1.0,1.0,2.0,Control,1.0,46.0,4.0,23.0,2.0,3.0,4.0,2.0,3.0,3.0,2.0,1200.0,150132
1.0,2.0,64.0,2.0,2.0,1.0,1.0,1.0,2.0,Prepago,3.0,10.0,1.0,23.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,800.0,150132
2.0,2.0,35.0,2.0,6.0,1.0,1.0,1.0,2.0,Control,1.0,42.0,3.0,23.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,3400.0,150132
1.0,1.0,58.0,2.0,2.0,1.0,1.0,1.0,2.0,Control,1.0,30.0,2.0,22.0,1.0,5.0,4.0,1.0,3.0,3.0,1.0,3000.0,150132
2.0,2.0,48.0,2.0,2.0,1.0,1.0,1.0,2.0,Control,1.0,45.0,3.0,23.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,1800.0,150132
2.0,1.0,25.0,1.0,6.0,1.0,1.0,1.0,2.0,Prepago,2.0,5.0,4.0,23.0,2.0,3.0,5.0,2.0,3.0,3.0,1.0,1200.0,150132
1.0,1.0,40.0,2.0,2.0,1.0,1.0,1.0,2.0,Control,1.0,150.0,3.0,23.0,1.0,5.0,5.0,1.0,3.0,3.0,1.0,3500.0,150132
2.0,2.0,37.0,2.0,2.0,1.0,1.0,1.0,2.0,Control,1.0,150.0,3.0,23.0,1.0,5.0,6.0,2.0,3.0,3.0,1.0,2500.0,150132
1.0,1.0,64.0,2.0,2.0,1.0,1.0,1.0,2.0,Prepago,3.0,18.0,3.0,23.0,2.0,4.0,4.0,2.0,3.0,3.0,1.0,3700.0,150132
2.0,2.0,56.0,2.0,2.0,1.0,1.0,1.0,2.0,Prepago,3.0,15.0,3.0,22.0,2.0,4.0,4.0,2.0,3.0,3.0,1.0,2400.0,150132
2.0,2.0,33.0,2.0,5.0,1.0,1.0,1.0,2.0,Prepago,3.0,15.0,3.0,24.0,2.0,4.0,3.0,2.0,3.0,3.0,1.0,1200.0,150132
1.0,2.0,37.0,2.0,5.0,1.0,1.0,1.0,2.0,Control,1.0,30.0,4.0,22.0,2.0,4.0,4.0,2.0,3.0,3.0,1.0,1800.0,150132
1.0,1.0,28.0,2.0,2.0,1.0,1.0,1.0,2.0,Control,1.0,29.9,4.0,23.0,2.0,5.0,5.0,1.0,2.0,3.0,1.0,3300.0,150132
2.0,2.0,27.0,2.0,2.0,1.0,1.0,1.0,2.0,Control,1.0,30.0,3.0,21.0,2.0,4.0,3.0,1.0,2.0,3.0,2.0,500.0,150132
1.0,1.0,63.0,2.0,2.0,1.0,1.0,1.0,2.0,Prepago,3.0,10.0,3.0,23.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,1500.0,150132
2.0,2.0,63.0,2.0,2.0,1.0,1.0,1.0,2.0,Prepago,2.0,10.0,3.0,23.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2000.0,150132
2.0,2.0,40.0,2.0,6.0,1.0,1.0,1.0,2.0,Prepago,4.0,20.0,2.0,22.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,2900.0,150132
2.0,1.0,33.0,1.0,6.0,1.0,1.0,1.0,2.0,Prepago,3.0,10.0,2.0,23.0,1.0,5.0,6.0,2.0,2.0,3.0,1.0,2500.0,150132
1.0,1.0,55.0,2.0,1.0,1.0,1.0,1.0,2.0,Prepago,3.0,25.0,4.0,23.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1953.75,150132
2.0,2.0,51.0,2.0,1.0,1.0,1.0,1.0,2.0,Prepago,2.0,20.0,2.0,22.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,0.0,150132
1.0,1.0,36.0,2.0,1.0,1.0,1.0,1.0,2.0,Prepago,3.0,20.0,2.0,24.0,2.0,2.0,1.0,2.0,5.0,3.0,1.0,2000.0,150132
2.0,2.0,34.0,2.0,1.0,1.0,1.0,1.0,2.0,Prepago,3.0,25.0,3.0,21.0,2.0,1.0,1.0,2.0,5.0,3.0,2.0,0.0,150132
1.0,1.0,70.0,2.0,2.0,1.0,2.0,1.0,2.0,Pospago,0.0,29.9,3.0,22.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,500.0,150132
2.0,2.0,74.0,2.0,2.0,1.0,2.0,1.0,2.0,Pospago,0.0,29.9,3.0,21.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,500.0,150132
2.0,2.0,27.0,2.0,1.0,1.0,1.0,1.0,2.0,Prepago,2.0,20.0,3.0,23.0,1.0,1.0,2.0,2.0,4.0,3.0,2.0,0.0,150132
1.0,2.0,54.0,2.0,5.0,1.0,1.0,1.0,2.0,Pospago,0.0,29.9,1.0,21.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,400.0,150132
2.0,2.0,30.0,2.0,6.0,1.0,1.0,1.0,2.0,Prepago,2.0,20.0,3.0,24.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,2000.0,150132
1.0,2.0,60.0,2.0,5.0,1.0,2.0,1.0,2.0,Prepago,2.0,20.0,3.0,22.0,2.0,1.0,1.0,2.0,4.0,3.0,1.0,500.0,150132
1.0,1.0,30.0,2.0,1.0,1.0,1.0,1.0,2.0,Prepago,3.0,20.0,3.0,22.0,2.0,1.0,2.0,2.0,4.0,3.0,1.0,2000.0,150132
2.0,2.0,30.0,2.0,1.0,1.0,1.0,1.0,2.0,Prepago,3.0,20.0,3.0,21.0,2.0,1.0,1.0,2.0,4.0,3.0,1.0,2000.0,150132
1.0,1.0,63.0,2.0,2.0,1.0,1.0,1.0,2.0,Pospago,0.0,46.9,3.0,21.0,1.0,1.0,4.0,2.0,3.0,3.0,1.0,2000.0,150132
2.0,2.0,63.0,2.0,2.0,1.0,1.0,1.0,2.0,Pospago,0.0,46.9,3.0,24.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,0.0,150132
2.0,2.0,27.0,2.0,6.0,1.0,1.0,1.0,2.0,Prepago,3.0,25.0,1.0,23.0,1.0,1.0,3.0,2.0,3.0,3.0,1.0,3500.0,150132
2.0,2.0,24.0,2.0,6.0,1.0,1.0,1.0,2.0,Pospago,0.0,29.9,3.0,21.0,2.0,1.0,3.0,2.0,3.0,3.0,1.0,3500.0,150132
1.0,1.0,58.0,2.0,1.0,1.0,1.0,1.0,1.0,Prepago,3.0,25.0,3.0,22.0,2.0,1.0,2.0,2.0,4.0,3.0,1.0,2000.0,150132
2.0,2.0,48.0,2.0,1.0,1.0,1.0,1.0,2.0,Pospago,0.0,29.9,3.0,21.0,2.0,1.0,2.0,2.0,4.0,3.0,2.0,0.0,150132
2.0,1.0,22.0,2.0,6.0,1.0,1.0,1.0,2.0,Prepago,3.0,20.0,3.0,21.0,2.0,1.0,1.0,2.0,4.0,3.0,1.0,2000.0,150132
2.0,1.0,17.0,1.0,6.0,1.0,1.0,1.0,2.0,Prepago,2.0,20.0,3.0,23.0,2.0,1.0,5.0,2.0,4.0,3.0,2.0,0.0,150132
1.0,1.0,57.0,2.0,1.0,1.0,1.0,1.0,2.0,Prepago,2.0,10.0,3.0,21.0,2.0,1.0,1.0,2.0,4.0,3.0,1.0,1736.6666666666667,150132
2.0,2.0,43.0,2.0,1.0,1.0,1.0,1.0,2.0,Pospago,0.0,40.0,2.0,22.0,2.0,1.0,1.0,2.0,4.0,3.0,1.0,3500.0,150132
1.0,1.0,27.0,2.0,1.0,1.0,1.0,1.0,2.0,Pospago,0.0,30.0,1.0,23.0,2.0,2.0,2.0,2.0,4.0,3.0,1.0,2000.0,150132
2.0,2.0,31.0,2.0,1.0,1.0,1.0,1.0,2.0,Pospago,0.0,70.0,3.0,23.0,2.0,1.0,2.0,2.0,4.0,3.0,1.0,3500.0,150132
1.0,2.0,60.0,2.0,2.0,1.0,1.0,1.0,2.0,Prepago,2.0,20.0,3.0,22.0,2.0,1.0,1.0,2.0,4.0,3.0,1.0,1825.0,150132
2.0,1.0,70.0,2.0,2.0,1.0,2.0,1.0,2.0,Prepago,2.0,10.0,3.0,21.0,2.0,1.0,1.0,2.0,4.0,3.0,2.0,0.0,150132
2.0,1.0,39.0,2.0,6.0,1.0,1.0,1.0,2.0,Prepago,3.0,25.0,3.0,22.0,2.0,1.0,1.0,2.0,4.0,3.0,1.0,2000.0,150132
2.0,1.0,14.0,1.0,6.0,1.0,1.0,1.0,2.0,Prepago,3.0,20.0,3.0,23.0,2.0,1.0,5.0,2.0,4.0,3.0,2.0,0.0,150132
2.0,1.0,13.0,1.0,6.0,1.0,1.0,2.0,2.0,Prepago,2.0,10.0,3.0,23.0,2.0,1.0,5.0,2.0,4.0,3.0,2.0,0.0,150132
1.0,2.0,43.0,2.0,5.0,1.0,1.0,1.0,2.0,Prepago,2.0,20.0,4.0,21.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,1235.4166666666667,150132
2.0,2.0,17.0,2.0,6.0,1.0,1.0,2.0,2.0,Prepago,2.0,10.0,4.0,23.0,2.0,1.0,5.0,2.0,3.0,3.0,2.0,0.0,150132
1.0,1.0,41.0,2.0,1.0,1.0,1.0,1.0,2.0,Prepago,2.0,20.0,2.0,21.0,2.0,1.0,1.0,2.0,4.0,3.0,1.0,2000.0,150132
2.0,2.0,39.0,2.0,1.0,1.0,1.0,1.0,2.0,Prepago,2.0,20.0,2.0,24.0,2.0,1.0,1.0,2.0,4.0,3.0,1.0,2000.0,150132
2.0,2.0,18.0,2.0,6.0,1.0,1.0,2.0,2.0,Prepago,2.0,20.0,2.0,24.0,2.0,1.0,1.0,2.0,4.0,3.0,2.0,0.0,150132
1.0,2.0,37.0,2.0,5.0,1.0,1.0,1.0,2.0,Control,1.0,50.0,3.0,23.0,2.0,4.0,4.0,2.0,4.0,3.0,1.0,1500.0,150132
1.0,1.0,65.0,2.0,2.0,1.0,2.0,1.0,2.0,Prepago,2.0,5.0,4.0,23.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2500.0,150132
2.0,2.0,55.0,2.0,2.0,1.0,2.0,1.0,2.0,Prepago,3.0,10.0,4.0,23.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,600.0,150132
2.0,1.0,32.0,2.0,6.0,1.0,1.0,1.0,2.0,Prepago,3.0,15.0,3.0,23.0,2.0,4.0,3.0,2.0,3.0,3.0,1.0,2300.0,150132
1.0,2.0,31.0,2.0,6.0,1.0,1.0,1.0,2.0,Control,1.0,70.0,3.0,23.0,2.0,3.0,4.0,2.0,2.0,3.0,1.0,3000.0,150132
1.0,2.0,40.0,2.0,5.0,1.0,1.0,1.0,2.0,Prepago,3.0,10.0,3.0,23.0,2.0,4.0,3.0,2.0,4.0,3.0,1.0,2000.0,150132
2.0,2.0,13.0,1.0,6.0,1.0,1.0,2.0,2.0,Prepago,3.0,15.0,2.0,23.0,2.0,1.0,5.0,2.0,4.0,3.0,2.0,0.0,150132
1.0,1.0,36.0,2.0,5.0,1.0,1.0,1.0,1.0,Control,1.0,50.0,1.0,24.0,1.0,5.0,6.0,2.0,2.0,3.0,1.0,3000.0,150132
1.0,1.0,65.0,2.0,2.0,1.0,2.0,1.0,2.0,Prepago,2.0,5.0,1.0,24.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,2500.0,150132
2.0,2.0,56.0,2.0,2.0,1.0,2.0,1.0,2.0,Prepago,2.0,5.0,1.0,21.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,1000.0,150132
2.0,1.0,31.0,2.0,6.0,1.0,1.0,1.0,2.0,Control,1.0,60.0,3.0,23.0,2.0,4.0,4.0,2.0,3.0,3.0,1.0,3000.0,150132
2.0,1.0,26.0,2.0,6.0,1.0,1.0,1.0,2.0,Control,1.0,49.0,1.0,23.0,2.0,4.0,4.0,2.0,3.0,3.0,1.0,2500.0,150132
2.0,2.0,25.0,2.0,6.0,1.0,1.0,2.0,2.0,Prepago,3.0,15.0,1.0,23.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,0.0,150132
1.0,2.0,31.0,2.0,2.0,1.0,1.0,1.0,2.0,Control,1.0,65.0,2.0,23.0,1.0,5.0,5.0,2.0,3.0,3.0,1.0,3550.0,150132
1.0,2.0,40.0,2.0,6.0,1.0,1.0,1.0,2.0,Control,1.0,49.0,2.0,23.0,2.0,4.0,3.0,2.0,2.0,3.0,1.0,2100.0,150132
2.0,2.0,29.0,2.0,6.0,1.0,1.0,1.0,2.0,Control,1.0,49.0,2.0,23.0,2.0,4.0,4.0,2.0,2.0,3.0,1.0,2116.6666666666665,150132
1.0,2.0,64.0,2.0,3.0,1.0,1.0,1.0,2.0,Control,1.0,25.0,3.0,24.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,800.0,150132
2.0,1.0,30.0,2.0,6.0,1.0,1.0,1.0,2.0,Control,1.0,65.0,3.0,23.0,2.0,3.0,3.0,2.0,4.0,3.0,1.0,2000.0,150132
1.0,2.0,63.0,2.0,5.0,1.0,1.0,1.0,2.0,Prepago,3.0,6.0,3.0,24.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,2000.0,150132
2.0,2.0,24.0,2.0,6.0,1.0,1.0,1.0,2.0,Control,1.0,65.0,2.0,23.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,1800.0,150132
2.0,1.0,60.0,2.0,6.0,1.0,1.0,1.0,2.0,Prepago,3.0,10.0,3.0,22.0,1.0,4.0,4.0,2.0,2.0,3.0,2.0,0.0,150132
1.0,1.0,79.0,2.0,3.0,1.0,2.0,1.0,2.0,Prepago,2.0,5.0,3.0,23.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1500.0,150132
2.0,1.0,52.0,1.0,6.0,1.0,1.0,1.0,2.0,Control,1.0,65.0,3.0,22.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,5000.0,150132
1.0,2.0,53.0,2.0,5.0,1.0,1.0,1.0,2.0,Control,1.0,29.9,3.0,23.0,2.0,4.0,4.0,2.0,3.0,3.0,2.0,1200.0,150132
2.0,2.0,28.0,2.0,2.0,1.0,1.0,1.0,2.0,Control,1.0,29.9,3.0,23.0,2.0,4.0,3.0,2.0,3.0,3.0,1.0,2500.0,150132
2.0,1.0,30.0,2.0,2.0,1.0,1.0,1.0,2.0,Control,1.0,29.9,3.0,23.0,2.0,3.0,4.0,2.0,3.0,3.0,1.0,2000.0,150132
1.0,2.0,47.0,2.0,5.0,1.0,1.0,2.0,2.0,Prepago,3.0,12.0,4.0,23.0,2.0,3.0,4.0,2.0,3.0,3.0,1.0,2116.6666666666665,150132
2.0,2.0,33.0,2.0,5.0,1.0,1.0,1.0,2.0,Prepago,3.0,15.0,4.0,22.0,2.0,4.0,4.0,2.0,3.0,3.0,1.0,1800.0,150132
1.0,1.0,51.0,2.0,2.0,1.0,1.0,1.0,2.0,Control,1.0,40.0,3.0,23.0,1.0,5.0,5.0,2.0,3.0,3.0,1.0,4100.0,150132
2.0,2.0,40.0,2.0,2.0,1.0,1.0,1.0,2.0,Control,1.0,40.0,3.0,23.0,2.0,4.0,4.0,2.0,3.0,3.0,1.0,2000.0,150132
2.0,2.0,19.0,1.0,6.0,1.0,1.0,2.0,2.0,Prepago,3.0,15.0,3.0,22.0,2.0,4.0,4.0,2.0,3.0,3.0,2.0,0.0,150132
2.0,1.0,18.0,1.0,6.0,1.0,1.0,1.0,2.0,Prepago,2.0,10.0,1.0,23.0,2.0,4.0,4.0,1.0,3.0,3.0,2.0,0.0,150132
1.0,1.0,39.0,2.0,2.0,1.0,1.0,2.0,2.0,Control,1.0,29.9,4.0,23.0,2.0,4.0,3.0,2.0,4.0,3.0,1.0,2000.0,150132
2.0,2.0,38.0,2.0,2.0,1.0,1.0,2.0,2.0,Control,1.0,35.9,1.0,23.0,1.0,5.0,4.0,2.0,4.0,3.0,1.0,1500.0,150132
2.0,2.0,20.0,1.0,6.0,1.0,1.0,1.0,2.0,Prepago,3.0,12.0,3.0,22.0,2.0,4.0,3.0,1.0,4.0,3.0,2.0,0.0,150132
1.0,2.0,52.0,2.0,2.0,1.0,1.0,1.0,1.0,Control,1.0,65.0,1.0,23.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,3500.0,150132
1.0,1.0,39.0,2.0,2.0,1.0,1.0,1.0,1.0,Control,1.0,65.0,2.0,22.0,2.0,4.0,4.0,2.0,1.0,3.0,1.0,3500.0,150132
2.0,2.0,35.0,2.0,2.0,1.0,1.0,1.0,2.0,Control,1.0,65.0,2.0,22.0,2.0,4.0,4.0,2.0,1.0,3.0,1.0,3500.0,150132
1.0,1.0,73.0,2.0,2.0,1.0,1.0,1.0,2.0,Control,1.0,30.0,1.0,23.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2500.0,150132
2.0,2.0,25.0,1.0,6.0,1.0,1.0,1.0,2.0,Control,1.0,30.0,2.0,23.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,0.0,150132
1.0,2.0,63.0,2.0,2.0,1.0,1.0,1.0,2.0,Control,1.0,46.0,3.0,23.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,800.0,150132
2.0,2.0,26.0,2.0,6.0,1.0,1.0,1.0,2.0,Control,1.0,65.0,3.0,23.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,2500.0,150132
1.0,2.0,25.0,2.0,1.0,1.0,1.0,1.0,2.0,Control,1.0,35.0,3.0,22.0,1.0,5.0,5.0,2.0,4.0,3.0,1.0,1500.0,150132
2.0,1.0,28.0,1.0,1.0,1.0,1.0,1.0,2.0,Control,1.0,60.0,3.0,22.0,1.0,5.0,5.0,2.0,4.0,3.0,1.0,2000.0,150132
2.0,1.0,16.0,1.0,6.0,1.0,1.0,2.0,2.0,Control,1.0,30.0,3.0,23.0,2.0,1.0,5.0,2.0,4.0,3.0,2.0,0.0,150132
1.0,2.0,21.0,1.0,6.0,1.0,1.0,2.0,2.0,Prepago,3.0,20.0,3.0,22.0,2.0,5.0,5.0,2.0,2.0,3.0,2.0,0.0,150132
2.0,2.0,25.0,2.0,6.0,1.0,1.0,2.0,2.0,Control,1.0,69.0,3.0,21.0,2.0,5.0,5.0,2.0,2.0,3.0,1.0,3500.0,150132
2.0,1.0,20.0,2.0,6.0,1.0,1.0,2.0,2.0,Control,1.0,65.0,3.0,21.0,2.0,7.0,7.0,2.0,2.0,3.0,1.0,3500.0,150132
1.0,1.0,57.0,2.0,2.0,1.0,1.0,1.0,2.0,Control,1.0,30.0,3.0,23.0,2.0,4.0,5.0,2.0,3.0,3.0,1.0,3000.0,150132
2.0,2.0,54.0,2.0,2.0,1.0,2.0,1.0,2.0,Prepago,2.0,5.0,3.0,23.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,0.0,150132
2.0,1.0,30.0,2.0,6.0,1.0,1.0,1.0,2.0,Control,1.0,65.0,3.0,23.0,2.0,4.0,3.0,2.0,3.0,3.0,1.0,3000.0,150132
2.0,2.0,23.0,2.0,6.0,1.0,1.0,1.0,2.0,Control,1.0,30.0,3.0,23.0,2.0,4.0,5.0,2.0,3.0,3.0,2.0,0.0,150132
2.0,1.0,22.0,1.0,6.0,1.0,1.0,2.0,2.0,Control,1.0,42.0,3.0,22.0,2.0,2.0,4.0,2.0,3.0,3.0,1.0,2500.0,150132
1.0,1.0,54.0,2.0,1.0,1.0,1.0,1.0,2.0,Prepago,4.0,15.0,3.0,22.0,2.0,4.0,2.0,2.0,4.0,3.0,1.0,1916.6666666666667,150132
2.0,2.0,53.0,2.0,1.0,1.0,1.0,1.0,2.0,Prepago,4.0,15.0,3.0,22.0,2.0,3.0,2.0,2.0,4.0,3.0,2.0,300.0,150132
2.0,2.0,20.0,1.0,6.0,1.0,1.0,2.0,2.0,Prepago,3.0,10.0,3.0,23.0,2.0,3.0,2.0,2.0,4.0,3.0,1.0,1200.0,150132
1.0,1.0,51.0,2.0,2.0,1.0,1.0,1.0,2.0,Prepago,2.0,5.0,3.0,23.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,5000.0,150132
2.0,2.0,62.0,2.0,2.0,1.0,2.0,1.0,2.0,Prepago,2.0,5.0,3.0,23.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,0.0,150132
2.0,2.0,18.0,1.0,6.0,1.0,1.0,2.0,2.0,Prepago,3.0,12.0,3.0,22.0,2.0,4.0,5.0,1.0,3.0,3.0,2.0,0.0,150132
2.0,2.0,15.0,1.0,6.0,1.0,1.0,2.0,2.0,Prepago,3.0,8.0,3.0,23.0,2.0,1.0,5.0,2.0,3.0,3.0,2.0,0.0,150132
