jefe_hogar,genero,edad,estudiante,estado_civli,telefono_propio,smart_phone,desde_cuando_smart,mas_un_SIM,tipo_contrato,n_recarga_mensual,gasto_mensual_tel,empresa,porque_empresa,piensa_cambiarse,investigo_competencia,es_facil_cambiarse,paga_mas_esperado,nse,pobreza,empleo,ingreso_mensual,dist
2.0,2.0,51.0,2.0,2.0,1.0,1.0,2.0,2.0,Prepago,2.0,10.0,3.0,21.0,2.0,1.0,1.0,2.0,4.0,3.0,2.0,0.0,40701
2.0,1.0,30.0,2.0,6.0,1.0,1.0,2.0,2.0,Prepago,3.0,15.0,3.0,21.0,2.0,2.0,4.0,2.0,4.0,3.0,1.0,2000.0,40701
2.0,2.0,23.0,2.0,6.0,1.0,1.0,1.0,2.0,Prepago,2.0,5.0,2.0,22.0,2.0,2.0,3.0,2.0,4.0,3.0,2.0,0.0,40701
1.0,2.0,45.0,2.0,1.0,1.0,1.0,1.0,2.0,Prepago,4.0,30.0,1.0,22.0,2.0,3.0,5.0,2.0,4.0,3.0,1.0,800.0,40701
2.0,1.0,47.0,2.0,1.0,1.0,1.0,1.0,2.0,Prepago,4.0,30.0,1.0,21.0,1.0,3.0,2.0,2.0,4.0,3.0,1.0,0.0,40701
2.0,2.0,25.0,2.0,1.0,1.0,1.0,1.0,2.0,Pospago,0.0,30.0,4.0,22.0,1.0,4.0,5.0,2.0,5.0,3.0,1.0,2170.833333333333,40701
1.0,2.0,53.0,2.0,6.0,1.0,1.0,1.0,2.0,Prepago,1.0,5.0,2.0,22.0,2.0,1.0,3.0,1.0,4.0,3.0,1.0,1000.0,40701
1.0,2.0,59.0,2.0,2.0,1.0,1.0,1.0,2.0,Pospago,0.0,36.0,1.0,24.0,2.0,3.0,4.0,1.0,2.0,3.0,1.0,1200.0,40701
2.0,1.0,22.0,1.0,6.0,1.0,1.0,1.0,2.0,Pospago,0.0,60.0,1.0,22.0,2.0,6.0,5.0,2.0,2.0,3.0,2.0,0.0,40701
1.0,1.0,29.0,2.0,1.0,1.0,1.0,1.0,2.0,Prepago,3.0,15.0,4.0,22.0,2.0,5.0,5.0,1.0,5.0,3.0,1.0,1200.0,40701
1.0,2.0,66.0,2.0,5.0,1.0,1.0,1.0,2.0,Control,1.0,55.0,2.0,24.0,2.0,4.0,7.0,2.0,3.0,3.0,2.0,600.0,40701
1.0,1.0,74.0,2.0,2.0,1.0,1.0,1.0,2.0,Control,1.0,30.0,4.0,23.0,2.0,2.0,5.0,2.0,2.0,3.0,2.0,900.0,40701
2.0,2.0,71.0,2.0,2.0,1.0,1.0,1.0,2.0,Prepago,3.0,10.0,4.0,21.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,600.0,40701
2.0,1.0,14.0,1.0,6.0,1.0,1.0,1.0,2.0,Prepago,3.0,10.0,1.0,23.0,2.0,1.0,5.0,2.0,2.0,3.0,2.0,0.0,40701
1.0,1.0,41.0,2.0,2.0,1.0,1.0,1.0,2.0,Control,1.0,50.0,2.0,23.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,3200.0,40701
2.0,2.0,40.0,2.0,2.0,1.0,1.0,1.0,2.0,Control,1.0,50.0,2.0,23.0,2.0,5.0,5.0,2.0,2.0,3.0,1.0,1200.0,40701
2.0,1.0,18.0,1.0,6.0,1.0,1.0,1.0,2.0,Control,1.0,50.0,2.0,23.0,2.0,5.0,6.0,2.0,2.0,3.0,2.0,0.0,40701
1.0,1.0,30.0,2.0,1.0,1.0,1.0,2.0,2.0,Control,1.0,35.0,1.0,23.0,2.0,2.0,5.0,2.0,3.0,3.0,1.0,1800.0,40701
2.0,2.0,25.0,2.0,1.0,1.0,1.0,1.0,2.0,Prepago,3.0,10.0,3.0,23.0,2.0,4.0,5.0,2.0,3.0,3.0,2.0,58.333333333333336,40701
1.0,1.0,57.0,2.0,2.0,1.0,1.0,1.0,2.0,Control,1.0,60.0,1.0,23.0,2.0,5.0,4.0,2.0,3.0,3.0,1.0,1200.0,40701
2.0,2.0,47.0,1.0,2.0,1.0,1.0,1.0,2.0,Control,1.0,30.0,3.0,23.0,2.0,2.0,5.0,2.0,3.0,3.0,2.0,0.0,40701
2.0,2.0,21.0,2.0,6.0,1.0,1.0,1.0,2.0,Prepago,3.0,10.0,1.0,23.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,1000.0,40701
2.0,1.0,18.0,1.0,6.0,1.0,1.0,1.0,2.0,Prepago,3.0,10.0,2.0,24.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,0.0,40701
1.0,2.0,48.0,2.0,5.0,1.0,1.0,1.0,2.0,Control,1.0,30.0,4.0,21.0,2.0,2.0,4.0,2.0,3.0,3.0,1.0,1529.1666666666667,40701
2.0,1.0,22.0,2.0,6.0,1.0,1.0,1.0,2.0,Control,1.0,65.0,2.0,22.0,2.0,5.0,5.0,2.0,3.0,3.0,2.0,0.0,40701
2.0,2.0,15.0,1.0,6.0,1.0,1.0,2.0,2.0,Control,1.0,65.0,2.0,23.0,2.0,1.0,5.0,2.0,3.0,3.0,2.0,0.0,40701
2.0,2.0,31.0,2.0,4.0,1.0,1.0,1.0,2.0,Control,1.0,26.0,3.0,24.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0,87.5,40701
1.0,1.0,64.0,2.0,6.0,1.0,1.0,1.0,2.0,Pospago,0.0,65.0,2.0,22.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,2500.0,40701
2.0,2.0,21.0,1.0,6.0,1.0,1.0,1.0,2.0,Control,1.0,65.0,2.0,21.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,66.66666666666667,40701
1.0,1.0,51.0,2.0,2.0,1.0,1.0,1.0,2.0,Control,1.0,30.0,4.0,23.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,2000.0,40701
2.0,2.0,48.0,2.0,2.0,1.0,1.0,1.0,2.0,Control,1.0,30.0,1.0,23.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,0.0,40701
2.0,1.0,16.0,1.0,6.0,1.0,1.0,2.0,2.0,Prepago,3.0,10.0,4.0,23.0,2.0,1.0,5.0,2.0,3.0,3.0,2.0,0.0,40701
2.0,1.0,13.0,1.0,6.0,1.0,1.0,2.0,2.0,Control,1.0,30.0,1.0,23.0,2.0,1.0,5.0,2.0,3.0,3.0,2.0,0.0,40701
1.0,1.0,48.0,2.0,5.0,1.0,1.0,1.0,2.0,Prepago,4.0,20.0,1.0,23.0,2.0,5.0,4.0,2.0,3.0,3.0,1.0,2663.333333333333,40701
2.0,2.0,15.0,1.0,6.0,1.0,1.0,2.0,2.0,Prepago,3.0,10.0,1.0,23.0,2.0,1.0,5.0,2.0,3.0,3.0,2.0,0.0,40701
1.0,1.0,57.0,2.0,2.0,1.0,1.0,1.0,2.0,Control,1.0,65.0,2.0,23.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,3000.0,40701
2.0,2.0,56.0,2.0,2.0,1.0,1.0,1.0,2.0,Control,1.0,65.0,2.0,22.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,2000.0,40701
2.0,1.0,28.0,2.0,6.0,1.0,1.0,1.0,2.0,Control,1.0,65.0,2.0,22.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,1500.0,40701
1.0,2.0,58.0,2.0,4.0,1.0,1.0,1.0,2.0,Control,1.0,58.0,2.0,22.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,1629.1666666666667,40701
2.0,2.0,37.0,2.0,2.0,1.0,1.0,1.0,2.0,Prepago,3.0,10.0,2.0,22.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1400.0,40701
2.0,2.0,15.0,1.0,6.0,1.0,1.0,2.0,2.0,Prepago,2.0,5.0,2.0,23.0,2.0,1.0,5.0,2.0,3.0,3.0,2.0,0.0,40701
1.0,1.0,75.0,2.0,6.0,1.0,1.0,2.0,2.0,Prepago,2.0,5.0,2.0,23.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,514.0,40701
1.0,1.0,64.0,2.0,6.0,1.0,1.0,1.0,2.0,Control,1.0,65.0,2.0,25.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2500.0,40701
2.0,2.0,21.0,1.0,6.0,1.0,1.0,1.0,2.0,Control,1.0,65.0,2.0,23.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,0.0,40701
1.0,2.0,40.0,2.0,1.0,1.0,2.0,2.0,2.0,Prepago,3.0,15.0,2.0,22.0,2.0,1.0,1.0,2.0,5.0,1.0,2.0,0.0,50101
2.0,1.0,43.0,2.0,1.0,1.0,1.0,2.0,2.0,Control,1.0,29.9,4.0,22.0,2.0,1.0,1.0,2.0,5.0,1.0,1.0,3629.1666666666665,50101
2.0,2.0,18.0,1.0,6.0,1.0,1.0,2.0,2.0,Prepago,3.0,20.0,2.0,23.0,2.0,1.0,2.0,2.0,5.0,1.0,2.0,0.0,50101
2.0,1.0,28.0,2.0,6.0,1.0,1.0,1.0,2.0,Control,1.0,69.0,3.0,23.0,2.0,1.0,5.0,2.0,4.0,3.0,1.0,3200.0,50101
1.0,1.0,50.0,2.0,2.0,1.0,2.0,1.0,2.0,Prepago,3.0,20.0,2.0,24.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,2700.0,50101
2.0,2.0,40.0,2.0,2.0,1.0,2.0,1.0,2.0,Prepago,2.0,15.0,2.0,22.0,2.0,1.0,1.0,2.0,4.0,2.0,1.0,2300.0,50101
2.0,1.0,19.0,2.0,6.0,1.0,1.0,1.0,2.0,Prepago,3.0,28.0,3.0,23.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,2400.0,50101
2.0,2.0,46.0,2.0,2.0,1.0,2.0,1.0,2.0,Prepago,2.0,20.0,2.0,23.0,2.0,1.0,1.0,2.0,4.0,3.0,1.0,2000.0,50101
2.0,2.0,25.0,1.0,6.0,1.0,1.0,2.0,2.0,Prepago,4.0,15.0,1.0,23.0,2.0,2.0,4.0,2.0,4.0,3.0,1.0,700.0,50101
2.0,1.0,20.0,2.0,6.0,1.0,1.0,2.0,2.0,Prepago,2.0,15.0,2.0,24.0,2.0,7.0,7.0,2.0,4.0,3.0,1.0,1300.0,50101
1.0,1.0,33.0,2.0,1.0,1.0,1.0,1.0,2.0,Prepago,3.0,20.0,4.0,22.0,2.0,1.0,5.0,2.0,3.0,3.0,1.0,3873.3333333333335,50101
2.0,2.0,31.0,2.0,1.0,1.0,1.0,1.0,2.0,Control,1.0,29.9,4.0,22.0,2.0,3.0,5.0,2.0,3.0,3.0,1.0,1302.5,50101
1.0,1.0,33.0,2.0,1.0,1.0,1.0,2.0,2.0,Prepago,3.0,20.0,4.0,23.0,2.0,1.0,5.0,2.0,3.0,3.0,1.0,1085.4166666666667,50101
2.0,2.0,31.0,2.0,1.0,1.0,1.0,1.0,2.0,Control,1.0,29.9,4.0,22.0,2.0,1.0,7.0,2.0,3.0,3.0,1.0,500.0,50101
2.0,1.0,23.0,1.0,6.0,1.0,1.0,2.0,2.0,Prepago,4.0,15.0,4.0,23.0,2.0,1.0,4.0,2.0,4.0,3.0,2.0,0.0,50101
1.0,2.0,47.0,2.0,1.0,1.0,1.0,2.0,2.0,Prepago,4.0,20.0,2.0,21.0,2.0,1.0,1.0,2.0,5.0,3.0,2.0,58.333333333333336,50101
2.0,1.0,47.0,2.0,1.0,1.0,1.0,1.0,2.0,Prepago,3.0,20.0,2.0,23.0,2.0,1.0,3.0,2.0,5.0,3.0,1.0,1429.1666666666667,50101
2.0,2.0,18.0,2.0,6.0,1.0,1.0,2.0,2.0,Prepago,4.0,20.0,2.0,21.0,2.0,1.0,1.0,2.0,5.0,3.0,2.0,0.0,50101
1.0,1.0,25.0,2.0,1.0,1.0,1.0,1.0,2.0,Prepago,4.0,20.0,2.0,23.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,1302.5,50101
1.0,1.0,53.0,2.0,1.0,1.0,1.0,1.0,2.0,Control,1.0,29.0,4.0,22.0,2.0,1.0,1.0,2.0,5.0,1.0,1.0,1114.5833333333333,50101
2.0,2.0,52.0,2.0,1.0,1.0,1.0,2.0,2.0,Prepago,2.0,5.0,1.0,23.0,2.0,1.0,1.0,2.0,5.0,1.0,1.0,701.25,50101
2.0,1.0,20.0,2.0,6.0,1.0,1.0,1.0,2.0,Prepago,4.0,20.0,2.0,21.0,2.0,2.0,3.0,2.0,5.0,1.0,1.0,1200.0,50101
2.0,2.0,18.0,2.0,6.0,1.0,1.0,2.0,2.0,Prepago,3.0,10.0,2.0,23.0,2.0,1.0,1.0,2.0,5.0,1.0,2.0,0.0,50101
2.0,2.0,17.0,1.0,6.0,1.0,1.0,2.0,2.0,Prepago,2.0,10.0,1.0,23.0,2.0,1.0,5.0,2.0,5.0,1.0,2.0,0.0,50101
2.0,2.0,12.0,1.0,6.0,1.0,1.0,2.0,2.0,Control,1.0,40.44992020427705,1.0,23.0,2.0,1.0,5.0,2.0,5.0,1.0,2.0,0.0,50101
1.0,2.0,50.0,2.0,5.0,1.0,2.0,2.0,2.0,Prepago,2.0,5.0,2.0,21.0,2.0,1.0,1.0,2.0,5.0,2.0,1.0,1250.0,50101
2.0,2.0,15.0,1.0,6.0,1.0,1.0,2.0,2.0,Prepago,4.0,20.0,2.0,23.0,2.0,1.0,5.0,2.0,5.0,2.0,2.0,0.0,50101
2.0,2.0,20.0,2.0,6.0,1.0,1.0,2.0,2.0,Prepago,3.0,25.0,2.0,23.0,2.0,2.0,4.0,2.0,5.0,2.0,2.0,333.3333333333333,50101
1.0,1.0,57.0,2.0,2.0,1.0,1.0,1.0,2.0,Control,1.0,40.0,1.0,22.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,2000.0,50101
2.0,2.0,41.0,2.0,2.0,1.0,1.0,1.0,2.0,Control,1.0,40.0,1.0,21.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,50.0,50101
1.0,2.0,33.0,2.0,1.0,1.0,1.0,1.0,2.0,Prepago,4.0,30.0,4.0,21.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,166.66666666666666,50101
2.0,1.0,44.0,2.0,1.0,1.0,1.0,1.0,2.0,Prepago,4.0,20.0,4.0,22.0,2.0,2.0,3.0,1.0,4.0,2.0,1.0,3000.0,50101
2.0,2.0,15.0,1.0,6.0,1.0,1.0,2.0,2.0,Prepago,2.0,5.0,4.0,23.0,2.0,1.0,5.0,2.0,4.0,2.0,2.0,0.0,50101
2.0,2.0,25.0,1.0,6.0,1.0,1.0,2.0,2.0,Prepago,3.0,15.0,2.0,24.0,2.0,2.0,5.0,2.0,4.0,2.0,2.0,100.0,50101
1.0,2.0,32.0,1.0,6.0,1.0,1.0,2.0,1.0,Prepago,3.0,20.0,4.0,22.0,2.0,2.0,1.0,2.0,4.0,3.0,1.0,637.5,50101
1.0,1.0,20.0,2.0,1.0,1.0,1.0,1.0,2.0,Control,1.0,30.0,1.0,23.0,2.0,5.0,6.0,1.0,5.0,3.0,1.0,1566.6666666666667,50101
2.0,2.0,17.0,2.0,1.0,1.0,1.0,2.0,2.0,Control,1.0,30.0,4.0,23.0,2.0,1.0,5.0,2.0,5.0,3.0,2.0,0.0,50101
1.0,2.0,44.0,2.0,6.0,1.0,1.0,1.0,1.0,Control,1.0,25.0,2.0,23.0,2.0,2.0,4.0,2.0,3.0,3.0,1.0,1266.6666666666667,50101
2.0,1.0,17.0,2.0,6.0,1.0,1.0,2.0,2.0,Prepago,2.0,5.0,3.0,23.0,2.0,1.0,5.0,2.0,3.0,3.0,2.0,0.0,50101
1.0,2.0,25.0,2.0,6.0,1.0,1.0,2.0,2.0,Control,1.0,55.0,3.0,23.0,2.0,2.0,1.0,2.0,5.0,1.0,1.0,1316.6666666666667,50101
2.0,2.0,38.0,2.0,6.0,1.0,1.0,1.0,2.0,Control,1.0,65.0,2.0,23.0,1.0,2.0,2.0,2.0,5.0,1.0,1.0,750.0,50101
2.0,2.0,15.0,1.0,6.0,1.0,1.0,2.0,2.0,Prepago,4.0,20.0,2.0,23.0,2.0,1.0,5.0,2.0,5.0,1.0,2.0,0.0,50101
1.0,1.0,41.0,2.0,2.0,1.0,1.0,2.0,2.0,Control,1.0,30.0,1.0,23.0,2.0,1.0,1.0,2.0,5.0,1.0,1.0,829.1666666666666,50101
2.0,2.0,43.0,2.0,2.0,1.0,2.0,1.0,2.0,Prepago,2.0,10.0,1.0,22.0,2.0,1.0,3.0,2.0,5.0,1.0,2.0,100.0,50101
2.0,1.0,19.0,2.0,6.0,1.0,1.0,2.0,2.0,Prepago,3.0,20.0,1.0,22.0,2.0,3.0,5.0,2.0,5.0,1.0,2.0,66.66666666666667,50101
1.0,1.0,35.0,2.0,6.0,1.0,1.0,1.0,2.0,Control,1.0,30.0,1.0,24.0,2.0,1.0,1.0,2.0,4.0,3.0,1.0,1500.0,50101
1.0,2.0,47.0,2.0,5.0,1.0,1.0,2.0,2.0,Prepago,4.0,20.0,2.0,21.0,2.0,1.0,1.0,2.0,5.0,1.0,1.0,700.0,50101
1.0,2.0,31.0,2.0,5.0,1.0,1.0,1.0,2.0,Control,1.0,39.9,2.0,25.0,2.0,3.0,3.0,2.0,5.0,3.0,1.0,1000.0,50101
1.0,2.0,22.0,2.0,1.0,1.0,1.0,1.0,2.0,Prepago,4.0,20.0,2.0,22.0,1.0,4.0,5.0,2.0,5.0,3.0,1.0,1200.0,50101
2.0,1.0,22.0,2.0,1.0,1.0,1.0,1.0,2.0,Prepago,4.0,20.0,3.0,24.0,2.0,5.0,5.0,2.0,5.0,3.0,1.0,1279.1666666666667,50101
1.0,2.0,49.0,2.0,2.0,1.0,2.0,1.0,2.0,Prepago,2.0,10.0,2.0,21.0,2.0,1.0,1.0,2.0,4.0,2.0,1.0,600.0,50101
2.0,1.0,60.0,2.0,2.0,1.0,2.0,1.0,2.0,Prepago,3.0,10.0,2.0,23.0,2.0,1.0,1.0,2.0,4.0,2.0,1.0,158.33333333333334,50101
2.0,1.0,30.0,1.0,6.0,1.0,1.0,1.0,2.0,Prepago,3.0,10.0,4.0,23.0,2.0,3.0,5.0,2.0,4.0,2.0,2.0,0.0,50101
2.0,2.0,18.0,2.0,6.0,1.0,1.0,2.0,2.0,Prepago,2.0,5.0,2.0,21.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,0.0,50101
1.0,1.0,32.0,2.0,2.0,1.0,1.0,2.0,2.0,Prepago,3.0,15.0,4.0,23.0,1.0,5.0,5.0,2.0,5.0,1.0,1.0,1529.1666666666667,50101
2.0,2.0,32.0,2.0,2.0,1.0,2.0,1.0,2.0,Prepago,2.0,5.0,4.0,21.0,2.0,1.0,1.0,2.0,5.0,1.0,2.0,125.0,50101
1.0,2.0,39.0,2.0,5.0,1.0,1.0,1.0,2.0,Prepago,2.0,5.0,2.0,23.0,2.0,1.0,3.0,2.0,4.0,2.0,1.0,367.0833333333333,50101
1.0,1.0,40.0,2.0,2.0,1.0,2.0,1.0,2.0,Prepago,3.0,10.0,1.0,24.0,2.0,1.0,5.0,2.0,5.0,2.0,1.0,362.5,50101
2.0,2.0,40.0,2.0,2.0,1.0,2.0,1.0,2.0,Prepago,2.0,5.0,1.0,21.0,2.0,1.0,1.0,2.0,5.0,2.0,2.0,50.0,50101
2.0,1.0,18.0,2.0,6.0,1.0,1.0,2.0,2.0,Control,1.0,30.0,4.0,22.0,2.0,5.0,4.0,2.0,5.0,2.0,2.0,0.0,50101
2.0,2.0,26.0,2.0,6.0,1.0,1.0,1.0,2.0,Control,1.0,65.0,2.0,23.0,2.0,3.0,3.0,2.0,5.0,3.0,1.0,1500.0,50101
1.0,2.0,40.0,2.0,1.0,1.0,1.0,1.0,2.0,Control,1.0,31.0,4.0,21.0,1.0,5.0,5.0,2.0,5.0,2.0,2.0,58.333333333333336,50101
2.0,1.0,60.0,2.0,1.0,1.0,1.0,1.0,2.0,Control,1.0,30.0,1.0,22.0,2.0,2.0,5.0,2.0,5.0,2.0,1.0,2500.0,50101
1.0,1.0,28.0,2.0,6.0,1.0,1.0,2.0,2.0,Prepago,3.0,12.0,2.0,23.0,2.0,5.0,7.0,2.0,3.0,3.0,1.0,1100.0,50101
1.0,1.0,40.0,2.0,5.0,1.0,1.0,2.0,2.0,Control,1.0,60.0,1.0,23.0,2.0,1.0,5.0,2.0,4.0,2.0,2.0,1200.0,50101
1.0,1.0,40.0,2.0,2.0,1.0,2.0,2.0,2.0,Prepago,3.0,10.0,1.0,22.0,2.0,1.0,1.0,2.0,4.0,2.0,1.0,1600.0,50101
2.0,2.0,38.0,2.0,2.0,1.0,2.0,2.0,2.0,Prepago,4.0,15.0,1.0,23.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,0.0,50101
1.0,2.0,45.0,2.0,6.0,1.0,1.0,2.0,2.0,Prepago,3.0,10.0,3.0,23.0,2.0,3.0,4.0,2.0,4.0,3.0,1.0,900.0,50101
1.0,2.0,28.0,2.0,6.0,1.0,1.0,2.0,2.0,Prepago,2.0,5.0,4.0,25.0,1.0,2.0,1.0,2.0,5.0,3.0,1.0,900.0,50101
1.0,2.0,36.0,2.0,1.0,1.0,1.0,2.0,2.0,Prepago,2.0,10.0,3.0,22.0,2.0,1.0,7.0,2.0,4.0,3.0,2.0,0.0,50101
2.0,1.0,36.0,2.0,1.0,1.0,1.0,2.0,2.0,Prepago,3.0,20.0,1.0,22.0,1.0,1.0,7.0,2.0,4.0,3.0,1.0,1519.5833333333333,50101
2.0,1.0,15.0,1.0,6.0,1.0,1.0,2.0,2.0,Pospago,0.0,49.0,1.0,23.0,2.0,1.0,5.0,2.0,4.0,3.0,2.0,0.0,50101
2.0,1.0,28.0,1.0,6.0,1.0,1.0,2.0,2.0,Prepago,1.0,0.0,1.0,25.0,2.0,1.0,1.0,2.0,4.0,3.0,2.0,0.0,50101
1.0,1.0,67.0,2.0,2.0,1.0,1.0,1.0,2.0,Prepago,3.0,5.0,2.0,23.0,2.0,3.0,2.0,2.0,5.0,1.0,1.0,380.0,50101
2.0,2.0,59.0,2.0,2.0,1.0,2.0,2.0,2.0,Prepago,2.0,3.0,2.0,23.0,2.0,4.0,1.0,2.0,5.0,1.0,2.0,29.166666666666668,50101
1.0,2.0,36.0,2.0,5.0,1.0,1.0,2.0,2.0,Prepago,3.0,10.0,2.0,23.0,2.0,2.0,1.0,2.0,5.0,1.0,2.0,175.0,50101
2.0,1.0,38.0,2.0,5.0,1.0,1.0,2.0,2.0,Prepago,3.0,10.0,4.0,22.0,2.0,2.0,1.0,1.0,5.0,1.0,1.0,576.6666666666666,50101
2.0,1.0,14.0,1.0,6.0,1.0,1.0,2.0,2.0,Prepago,5.0,10.0,4.0,23.0,2.0,1.0,5.0,2.0,5.0,1.0,2.0,0.0,50101
1.0,1.0,28.0,2.0,6.0,1.0,1.0,1.0,2.0,Prepago,4.0,15.0,2.0,23.0,2.0,6.0,3.0,1.0,4.0,1.0,1.0,1501.6666666666667,50101
2.0,2.0,24.0,1.0,6.0,1.0,1.0,1.0,2.0,Prepago,4.0,20.0,2.0,23.0,2.0,4.0,4.0,2.0,4.0,1.0,2.0,29.166666666666668,50101
1.0,1.0,29.0,2.0,1.0,1.0,1.0,2.0,2.0,Pospago,0.0,30.0,2.0,22.0,2.0,5.0,5.0,2.0,3.0,3.0,1.0,1658.3333333333333,50101
2.0,2.0,28.0,2.0,1.0,1.0,1.0,2.0,1.0,Prepago,5.0,20.0,4.0,23.0,2.0,1.0,5.0,2.0,3.0,3.0,1.0,1326.6666666666667,50101
1.0,1.0,33.0,2.0,1.0,1.0,1.0,2.0,2.0,Pospago,0.0,45.0,2.0,23.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,1450.0,50101
2.0,2.0,30.0,2.0,1.0,1.0,1.0,2.0,2.0,Prepago,3.0,15.0,4.0,23.0,2.0,4.0,4.0,2.0,3.0,3.0,1.0,1143.75,50101
1.0,1.0,50.0,2.0,1.0,1.0,1.0,1.0,2.0,Pospago,0.0,45.0,4.0,21.0,1.0,4.0,2.0,2.0,4.0,3.0,1.0,1668.3333333333333,50101
2.0,2.0,47.0,2.0,1.0,1.0,1.0,2.0,2.0,Prepago,3.0,10.0,4.0,21.0,2.0,1.0,1.0,2.0,4.0,3.0,2.0,116.66666666666669,50101
1.0,1.0,30.0,2.0,1.0,1.0,1.0,2.0,2.0,Prepago,3.0,20.0,4.0,21.0,2.0,2.0,3.0,2.0,5.0,3.0,1.0,916.6666666666666,50101
2.0,2.0,25.0,2.0,1.0,1.0,1.0,1.0,2.0,Prepago,3.0,10.0,4.0,22.0,2.0,2.0,4.0,2.0,5.0,3.0,2.0,116.66666666666669,50101
1.0,2.0,49.0,2.0,5.0,1.0,1.0,1.0,2.0,Pospago,0.0,30.0,2.0,24.0,2.0,3.0,3.0,2.0,4.0,3.0,1.0,1000.0,50101
1.0,1.0,30.0,2.0,1.0,1.0,1.0,1.0,2.0,Pospago,0.0,30.0,3.0,21.0,2.0,3.0,3.0,2.0,4.0,3.0,1.0,1000.0,50101
2.0,2.0,27.0,2.0,1.0,1.0,1.0,2.0,2.0,Pospago,0.0,30.0,4.0,23.0,2.0,2.0,3.0,2.0,4.0,3.0,1.0,300.0,50101
1.0,1.0,64.0,2.0,2.0,1.0,1.0,1.0,2.0,Pospago,0.0,30.0,1.0,24.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1000.0,50101
2.0,2.0,62.0,2.0,2.0,1.0,1.0,1.0,2.0,Pospago,0.0,30.0,2.0,23.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1800.0,50101
2.0,2.0,26.0,1.0,6.0,1.0,1.0,1.0,2.0,Pospago,0.0,30.0,4.0,22.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,0.0,50101
1.0,1.0,33.0,2.0,1.0,1.0,1.0,1.0,2.0,Pospago,0.0,30.0,4.0,21.0,2.0,2.0,2.0,2.0,4.0,3.0,1.0,2000.0,50101
2.0,2.0,35.0,2.0,1.0,1.0,1.0,1.0,2.0,Prepago,2.0,10.0,4.0,21.0,2.0,3.0,3.0,2.0,4.0,3.0,1.0,800.0,50101
1.0,2.0,45.0,2.0,6.0,1.0,2.0,1.0,2.0,Prepago,2.0,10.0,2.0,24.0,2.0,1.0,1.0,2.0,4.0,3.0,2.0,900.0,50101
1.0,2.0,44.0,2.0,6.0,1.0,1.0,1.0,2.0,Pospago,0.0,45.0,4.0,22.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,4000.0,50101
2.0,1.0,17.0,1.0,6.0,1.0,1.0,1.0,2.0,Pospago,0.0,30.0,4.0,23.0,2.0,1.0,5.0,2.0,3.0,3.0,1.0,800.0,50101
1.0,1.0,53.0,2.0,1.0,1.0,1.0,1.0,2.0,Pospago,0.0,30.0,4.0,21.0,2.0,5.0,5.0,1.0,2.0,3.0,1.0,4000.0,50101
2.0,2.0,51.0,2.0,1.0,1.0,1.0,1.0,2.0,Pospago,0.0,30.0,4.0,23.0,2.0,1.0,5.0,2.0,2.0,3.0,1.0,3000.0,50101
2.0,1.0,45.0,2.0,6.0,1.0,2.0,2.0,2.0,Prepago,3.0,10.0,1.0,24.0,2.0,2.0,3.0,2.0,4.0,2.0,1.0,600.0,50101
2.0,1.0,21.0,2.0,6.0,1.0,2.0,2.0,2.0,Prepago,3.0,10.0,4.0,21.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0,1085.4166666666667,50101
2.0,1.0,28.0,2.0,1.0,1.0,1.0,2.0,2.0,Pospago,0.0,30.0,4.0,21.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0,2170.833333333333,50101
2.0,2.0,58.0,2.0,5.0,1.0,2.0,2.0,2.0,Prepago,2.0,0.0,2.0,21.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,0.0,50101
